,id,brand_id,forum_topic_id,organization_id,problem_id,requester_id,submitter_id,created_at,description,due,external_id,followup_ids,priority,public,recipient,status,subject,type,updated_at,via_channel,via_followup_source_id,merged_ticket_ids
523,524,514,5,2,514,364,192,2021-01-17 07:38:15,Est quiquia sit eius quisquam aliquam. Dolor dolorem quaerat numquam velit quisquam modi. Consectetur sed quisquam velit labore tempora. Consectetur est amet consectetur numquam. Modi quisquam ipsum quaerat. Amet porro neque consectetur. Numquam tempora dolorem labore magnam est dolore quiquia. Consectetur neque quaerat sed non. Quaerat amet dolore numquam etincidunt etincidunt.,2021-09-12 08:41:39,,,high,False,vbutler@gmail.com,new,Ipsum velit tempora ut est voluptatem velit. Quiquia aliquam dolor voluptatem. Tempora non neque voluptatem voluptatem. Modi quiquia quaerat dolorem dolor modi. Est eius dolorem quaerat aliquam etincidunt.,task,2021-06-30 07:06:12,facebook_message,,
524,525,514,3,5,514,620,823,2021-09-02 00:35:41,Non voluptatem dolor voluptatem ut. Consectetur velit ipsum est quaerat ut tempora quisquam. Dolorem sed sed neque consectetur numquam. Quiquia dolor modi tempora quisquam. Consectetur magnam quaerat sed tempora. Tempora est dolorem etincidunt quiquia aliquam ipsum sit. Labore non aliquam sed velit.,2022-07-08 04:19:23,,,low,False,amanda04@gmail.com,pending,Consectetur aliquam quaerat quisquam. Tempora sit numquam amet sed dolor porro. Velit ut sit ipsum numquam quaerat. Est labore sit etincidunt aliquam tempora dolor consectetur. Etincidunt sed non sit ut non etincidunt. Dolore est quaerat quiquia voluptatem. Dolor tempora labore sed ipsum. Aliquam dolorem ut ut eius non neque. Dolor quisquam dolorem ut ipsum modi neque.,question,2022-05-12 02:57:46,helpcenter,,
525,526,514,1,4,514,535,428,2022-07-05 20:29:20,Ut consectetur ut labore consectetur tempora. Consectetur est porro modi velit tempora tempora. Quiquia quisquam neque tempora neque sit. Dolor voluptatem est dolor amet tempora numquam dolor. Dolorem eius adipisci labore magnam ipsum etincidunt etincidunt. Tempora sit voluptatem dolore amet.,2022-12-27 06:53:48,,,normal,False,helensteele@murphy-martinez.com,new,Est est tempora ipsum est quaerat. Velit dolore porro amet voluptatem dolorem consectetur ut. Voluptatem adipisci numquam velit consectetur sed. Dolor modi voluptatem neque dolorem ut. Quaerat ipsum labore magnam magnam tempora. Velit ut adipisci dolorem. Magnam ipsum porro magnam eius voluptatem non ipsum. Dolorem non dolore aliquam quaerat.,problem,2022-11-13 14:53:52,facebook_message,,
526,527,514,5,4,514,349,410,2022-01-22 20:50:41,Amet dolorem dolor sed velit quisquam. Labore modi velit sed est. Adipisci labore labore etincidunt eius dolor tempora. Porro velit quiquia quisquam. Quaerat aliquam aliquam est sit tempora eius. Neque non dolore labore.,2022-05-10 06:55:54,,,low,True,marieharper@lee.com,pending,Ipsum modi ipsum consectetur non aliquam adipisci ipsum. Magnam dolore non dolore ut. Ipsum ut est ipsum tempora eius amet non. Ut quiquia porro magnam. Eius ipsum aliquam velit etincidunt dolorem velit adipisci. Quiquia est porro porro velit etincidunt labore. Amet quiquia neque ipsum numquam ut. Non sit labore dolor tempora. Amet eius labore non quaerat est magnam quaerat.,task,2022-12-20 17:02:34,chat,,
527,528,514,2,1,514,44,129,2022-06-19 02:57:09,Dolorem magnam ipsum voluptatem amet aliquam. Tempora ut adipisci sit porro quaerat. Etincidunt magnam porro modi amet dolore. Ut dolorem modi tempora. Consectetur dolore aliquam porro velit ipsum. Numquam consectetur eius numquam.,2022-10-02 19:04:02,,,urgent,True,goodmangregory@lopez.com,solved,Sit quisquam labore quisquam. Dolorem eius quiquia numquam aliquam. Tempora est voluptatem etincidunt quaerat aliquam sit voluptatem. Porro sit est ut. Non amet sed amet tempora velit sed adipisci. Adipisci dolor dolorem aliquam velit etincidunt magnam velit. Eius ipsum modi consectetur aliquam tempora etincidunt ipsum.,task,2023-06-09 09:05:11,chat,,
528,529,514,4,5,514,7,124,2022-08-28 23:37:36,Labore adipisci labore porro numquam quaerat neque. Consectetur aliquam porro non tempora labore etincidunt. Ut ipsum dolorem numquam amet etincidunt modi. Eius non modi quaerat quisquam numquam modi. Porro ut eius modi ipsum dolorem quiquia. Sed neque voluptatem dolorem. Quaerat quisquam modi labore etincidunt non. Neque porro magnam non amet tempora.,2023-06-03 00:33:44,,,high,False,andersonkatherine@gmail.com,solved,Est dolorem dolore sed ipsum quiquia quaerat. Consectetur tempora quaerat dolorem quisquam dolore numquam etincidunt. Quisquam voluptatem eius dolorem. Non est consectetur etincidunt non. Sit dolorem eius voluptatem quiquia numquam etincidunt.,task,2022-12-03 06:39:41,facebook_message,,
529,530,514,3,3,514,910,306,2021-04-19 18:18:20,Voluptatem ut dolore etincidunt quaerat magnam porro. Quisquam quisquam eius porro dolore modi dolore aliquam. Ut neque velit tempora porro. Consectetur sit quaerat est ipsum ut non. Sit tempora quisquam quisquam consectetur quisquam. Porro neque labore ipsum amet ipsum etincidunt. Quiquia dolorem consectetur quisquam velit modi. Porro ipsum dolore porro quaerat non sed modi.,2021-12-22 23:33:26,,,urgent,True,nward@chambers.com,open,Neque est eius consectetur quiquia consectetur. Adipisci dolore sit quiquia eius adipisci non ut. Etincidunt est consectetur sit. Est dolorem velit ipsum magnam aliquam est. Quisquam eius dolor sit magnam magnam. Aliquam quisquam est dolorem tempora. Numquam voluptatem ipsum aliquam adipisci consectetur etincidunt etincidunt. Quaerat dolor est quaerat magnam.,task,2021-06-14 05:39:05,helpcenter,,
530,531,514,2,3,514,206,424,2021-05-19 09:21:59,Velit ut sed porro voluptatem. Tempora porro magnam quiquia. Ipsum velit velit dolorem velit modi labore ipsum. Aliquam dolor adipisci tempora dolor dolore. Velit neque porro dolore voluptatem labore. Non ipsum quaerat ut dolor sed. Etincidunt labore numquam quaerat ipsum eius. Quaerat dolore sed voluptatem sit eius sit etincidunt.,2022-01-08 23:24:38,,,high,True,gibsonlori@yahoo.com,solved,Dolorem non porro dolore ipsum porro consectetur amet. Quaerat dolorem dolor adipisci ipsum eius ipsum neque. Adipisci adipisci etincidunt ut dolore. Porro non adipisci modi ipsum numquam ut. Sed amet est non magnam. Dolore sed quaerat adipisci. Amet amet sit velit. Dolor quaerat sit ipsum quisquam sit dolore. Eius consectetur tempora ut. Porro consectetur quaerat non neque.,task,2022-03-23 12:32:07,chat,,
531,532,514,3,4,514,146,387,2022-02-07 15:31:19,Quisquam quisquam magnam velit. Non tempora est adipisci etincidunt sit. Est velit labore dolore etincidunt dolorem adipisci. Ut dolore quiquia dolorem. Magnam modi aliquam ut amet est sed. Dolorem eius neque eius. Adipisci neque eius dolorem sed dolorem. Eius porro porro sed porro porro. Dolore dolorem magnam est ipsum aliquam dolorem quiquia.,2022-07-22 06:29:46,,,low,False,coopersarah@hotmail.com,solved,Neque adipisci modi porro. Adipisci labore porro porro ut. Magnam ut amet consectetur eius dolore. Porro sed neque quiquia etincidunt dolore adipisci neque. Quisquam tempora adipisci neque consectetur dolorem. Sed eius ipsum tempora ipsum. Tempora adipisci sit adipisci velit. Quisquam numquam porro velit eius neque neque dolor. Numquam non est est sed velit dolorem quisquam. Ut dolor amet numquam labore porro quaerat.,task,2023-01-01 01:41:47,helpcenter,,
532,533,514,1,5,514,425,199,2022-07-06 02:51:15,Porro voluptatem eius ut sed dolore numquam labore. Voluptatem modi dolor non. Tempora aliquam magnam voluptatem voluptatem est. Quaerat ipsum dolor est quisquam. Adipisci dolore neque tempora numquam consectetur. Quisquam porro amet amet. Quaerat sit magnam dolorem.,2023-06-29 07:02:34,,,low,True,jacqueline57@flores.com,on-hold,Ut aliquam modi eius. Velit consectetur numquam amet quiquia adipisci voluptatem. Sed modi etincidunt tempora voluptatem eius quiquia modi. Dolorem quisquam magnam tempora labore modi. Modi eius numquam dolor numquam. Dolorem quaerat est adipisci quaerat ut dolore labore. Quiquia magnam amet neque adipisci magnam sit.,incident,2022-09-22 14:30:02,mail,,
533,534,514,1,2,514,638,900,2021-09-06 22:53:28,Non quisquam magnam voluptatem. Labore porro dolore quiquia magnam tempora. Etincidunt est non ut. Voluptatem ut ipsum ut. Est sit voluptatem amet adipisci dolor. Consectetur dolorem ut neque eius quaerat. Dolorem labore numquam etincidunt neque voluptatem velit dolor. Modi sit dolorem dolore quisquam. Quaerat tempora labore magnam amet etincidunt voluptatem.,2022-06-06 09:39:55,,,high,True,zgould@reyes.com,solved,Adipisci eius ipsum est velit. Consectetur est labore ut aliquam porro labore quisquam. Aliquam modi aliquam adipisci est. Dolorem est quisquam neque. Amet est ut sed. Amet est quisquam consectetur. Quiquia porro etincidunt ut numquam. Adipisci porro amet numquam sit. Quiquia amet quaerat numquam tempora numquam quiquia porro.,question,2021-10-28 04:24:32,helpcenter,,
534,535,514,4,4,514,479,799,2022-01-08 09:51:14,Non ut quiquia ipsum aliquam labore dolore. Est dolorem dolore sit sit. Numquam quisquam modi velit. Adipisci magnam est non velit tempora. Quisquam dolore adipisci quisquam dolore.,2022-06-04 05:47:24,,,urgent,False,joshua33@davis-wilson.com,new,Dolor modi labore quisquam. Adipisci voluptatem magnam porro. Dolore quisquam amet dolore voluptatem. Ut eius sed consectetur dolorem modi. Voluptatem neque sed magnam est. Eius dolorem labore est. Est velit tempora ipsum ipsum sed. Ipsum porro magnam velit quisquam velit porro quaerat. Aliquam quisquam quisquam sit voluptatem.,problem,2022-08-04 14:58:09,chat,,
535,536,514,5,4,514,453,782,2022-01-11 16:37:11,Sit numquam quaerat eius adipisci. Quaerat consectetur quaerat dolore sed. Sed etincidunt quisquam ipsum quiquia velit. Non etincidunt modi tempora. Dolorem porro magnam non etincidunt est sed. Porro labore ipsum velit. Quisquam sit etincidunt amet labore est etincidunt. Non est aliquam labore.,2022-04-27 05:41:47,,,high,True,umorris@morgan-simpson.com,pending,Tempora non non velit est dolor. Consectetur adipisci est porro dolor ipsum. Sed magnam labore amet. Non ipsum porro non. Voluptatem amet voluptatem ipsum ut. Sed voluptatem velit magnam magnam quaerat non. Amet tempora etincidunt quisquam. Tempora magnam numquam quisquam velit. Porro porro eius quiquia sit. Est adipisci quaerat modi magnam porro voluptatem sed.,incident,2022-04-05 16:10:25,facebook_message,,
536,537,514,1,1,514,787,789,2022-06-18 14:31:41,Sed tempora porro numquam etincidunt quiquia amet velit. Dolore quaerat modi numquam modi quisquam eius sit. Magnam labore aliquam dolorem numquam ut consectetur dolorem. Voluptatem etincidunt consectetur non voluptatem dolorem. Sit numquam modi ut dolorem consectetur. Dolore velit consectetur porro dolore est. Magnam amet est consectetur labore velit sit etincidunt. Ut quaerat dolor ut.,2023-01-25 18:53:40,,,urgent,False,stevendavis@gmail.com,new,Est quaerat voluptatem neque eius dolore labore velit. Adipisci porro ut tempora velit amet neque quiquia. Dolorem aliquam sed porro sed. Adipisci eius velit ut dolor voluptatem labore. Dolor quiquia ut porro quaerat. Etincidunt aliquam etincidunt quisquam. Aliquam magnam neque sed amet est magnam aliquam. Magnam sit aliquam consectetur numquam. Ipsum ipsum porro sit. Ipsum velit modi eius etincidunt quisquam est non.,question,2023-04-07 05:12:36,web_form,,
537,538,514,4,3,514,753,885,2022-07-05 17:27:33,Voluptatem amet quiquia amet. Sed aliquam dolore velit voluptatem amet modi modi. Quisquam non porro non quaerat labore. Labore tempora est labore dolore non labore velit. Est est aliquam ut magnam tempora porro. Voluptatem ipsum velit labore sed. Porro magnam sit aliquam. Velit magnam quiquia dolore numquam velit. Tempora etincidunt eius quaerat magnam velit dolor.,2022-08-17 03:55:23,,,urgent,True,daymelissa@brooks-houston.com,new,Est quisquam consectetur amet etincidunt non. Voluptatem est dolorem neque quiquia numquam dolorem magnam. Magnam dolorem porro modi. Porro sit labore amet tempora labore dolore tempora. Labore adipisci modi est modi. Ipsum quiquia numquam modi. Dolor consectetur amet numquam modi tempora etincidunt etincidunt.,question,2023-05-21 05:44:02,web_form,,
538,539,514,5,5,514,131,332,2022-08-05 20:24:15,Sed consectetur numquam adipisci modi ut porro. Sit voluptatem aliquam quiquia adipisci labore. Velit aliquam quiquia consectetur. Labore eius dolore quaerat est. Labore dolor magnam adipisci dolore labore porro neque. Ut modi non quaerat aliquam dolor. Adipisci amet numquam quiquia quisquam. Consectetur quisquam est velit dolorem. Consectetur sed eius aliquam neque etincidunt tempora ut. Consectetur dolore etincidunt quaerat neque porro tempora non.,2022-11-02 19:49:45,,,low,True,johnrodriguez@yahoo.com,solved,Dolor adipisci ipsum labore. Etincidunt quaerat neque dolor voluptatem sit. Dolor magnam quiquia amet. Modi dolor tempora dolor dolorem. Neque ut quaerat velit quiquia quisquam. Quisquam dolor modi ut. Quaerat ipsum ipsum dolor dolore porro aliquam non. Non dolore adipisci dolore. Consectetur velit quisquam ipsum amet ipsum quaerat consectetur. Non ipsum neque quisquam.,question,2022-09-27 05:36:03,web_form,,
539,540,514,5,1,514,28,268,2021-10-15 12:17:37,Non adipisci tempora amet eius. Modi adipisci tempora dolor dolore consectetur dolorem quiquia. Numquam dolore quiquia quiquia est. Consectetur labore velit etincidunt numquam quiquia. Quiquia ut adipisci neque. Adipisci dolore ipsum dolorem quisquam. Modi velit ipsum velit labore labore porro adipisci. Voluptatem eius eius velit magnam modi. Modi sed consectetur modi magnam. Sed quiquia numquam aliquam dolorem.,2021-12-15 18:20:00,,,urgent,False,markrichardson@yahoo.com,open,Quisquam sit aliquam sit neque ipsum sit. Sed ipsum eius quaerat quiquia voluptatem dolore. Ut sit amet ut magnam. Dolorem modi quaerat aliquam ut modi. Non velit magnam non velit sed sed. Neque amet dolorem velit ipsum sit. Quaerat est eius sed magnam. Etincidunt ut sed dolor quisquam adipisci magnam.,problem,2022-03-01 03:14:38,web_form,,
540,541,514,4,3,514,393,646,2021-12-26 22:02:58,Ipsum non non quaerat sed magnam est quaerat. Quisquam adipisci quaerat consectetur est non est. Quaerat non adipisci neque non adipisci dolorem. Adipisci sit adipisci non dolorem etincidunt consectetur. Non etincidunt sed dolorem dolore dolore ipsum labore. Velit eius consectetur etincidunt non. Eius dolore quiquia adipisci sit sit. Dolore aliquam etincidunt consectetur. Ut modi magnam amet etincidunt dolore tempora aliquam. Sed etincidunt numquam labore neque dolorem velit.,2022-07-07 14:34:23,,,high,True,renee42@hotmail.com,new,Etincidunt dolor aliquam tempora tempora neque est. Numquam labore porro ipsum quaerat ipsum. Dolor amet neque dolor. Non voluptatem quisquam eius. Amet aliquam sed etincidunt sed adipisci dolor quaerat. Voluptatem voluptatem modi porro quisquam quisquam consectetur. Sed dolore ut magnam dolor dolor. Est sed dolore labore non aliquam quisquam.,problem,2022-03-20 00:42:49,web_form,,
541,542,514,1,2,514,748,881,2021-04-11 12:02:42,Numquam eius ut voluptatem. Etincidunt modi non consectetur. Est dolore ipsum non magnam porro quisquam quiquia. Amet ipsum neque voluptatem porro. Magnam ipsum quiquia ipsum numquam labore ipsum amet. Quaerat etincidunt amet numquam non ut neque quisquam. Porro quiquia eius quaerat porro. Eius velit velit numquam quaerat consectetur.,2021-10-26 08:11:49,,,high,False,charlesbrandt@hotmail.com,pending,Non modi dolorem dolore quisquam aliquam. Dolor tempora eius dolorem etincidunt magnam non. Eius velit dolor aliquam ut. Amet velit aliquam quaerat. Sed dolorem numquam ipsum dolorem tempora. Est dolor adipisci ut etincidunt labore. Dolore velit magnam consectetur porro aliquam quiquia ipsum.,task,2021-11-05 23:27:25,helpcenter,,
542,543,514,1,5,514,208,657,2021-02-27 02:07:03,Consectetur modi adipisci consectetur numquam velit ipsum. Neque modi magnam amet sit neque. Consectetur sed ut ipsum ipsum. Est modi amet porro dolore. Ut ut quisquam est voluptatem.,2021-05-12 12:15:13,,,high,True,elizabethdyer@howell-james.com,new,Sit voluptatem modi ut velit. Non voluptatem est neque numquam. Ut consectetur porro magnam porro. Tempora eius quaerat sed non. Sit eius dolore sit ut. Eius velit quisquam sit. Aliquam eius ipsum quisquam sed. Ipsum amet velit labore.,task,2021-03-07 12:08:07,web_form,,
543,544,514,3,1,514,564,462,2022-05-03 04:09:10,Dolor sit velit non sed eius sit quaerat. Amet aliquam magnam labore voluptatem consectetur magnam modi. Non dolor dolorem porro. Ut non etincidunt est dolore numquam amet. Quisquam dolore amet adipisci sit adipisci quiquia. Labore velit est neque etincidunt.,2023-04-07 01:46:05,,,normal,True,tammy57@yahoo.com,open,Dolorem sit adipisci quiquia. Amet modi quisquam non quisquam. Modi dolor adipisci sed dolore amet velit aliquam. Sed amet ipsum quaerat ut eius. Consectetur dolore dolore ipsum. Dolor dolore sed ut eius magnam non. Neque etincidunt dolor consectetur.,question,2022-11-28 10:48:23,helpcenter,,
544,545,514,3,2,514,216,191,2021-03-27 09:36:06,Tempora numquam ut non non velit consectetur velit. Eius adipisci adipisci amet tempora est. Dolorem neque sed adipisci consectetur voluptatem. Tempora sed quiquia velit quaerat quiquia ut. Est tempora velit quaerat quisquam porro aliquam. Consectetur quiquia neque tempora.,2022-01-22 17:30:02,,,low,True,brivera@yahoo.com,solved,Dolor magnam etincidunt velit quiquia dolore. Sit porro numquam quiquia amet porro etincidunt. Quiquia sed velit eius adipisci dolor numquam. Amet dolore tempora quaerat porro velit modi. Modi neque quaerat eius magnam est modi. Modi tempora non porro ut voluptatem neque tempora. Quiquia neque sed ipsum consectetur sit. Tempora dolorem ipsum non numquam aliquam labore labore.,incident,2021-09-30 11:32:34,chat,,
